Round,Order,Name,Team,Event,Score,Difficulty,Execution,Neutral Deduction,Stick Bonus,Inquiry,Edited,Date,Event,SV1,SV2,SV3,SV4,SV5,SV6,J1,J2,J3,J4,J5,J6
1,5,Ashlee Sullivan,UCLA,VT,9.8000,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.85,9.80,9.80,9.80,9.75,9.80
1,6,Jordan Chiles,UCLA,VT,9.8875,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.85,9.90,9.85,9.90,9.90,9.90
1,1,Ava Stewart,Minnesota,VT,9.8250,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.80,9.80,9.85,9.85,9.80,9.85
1,2,Sarah Moraw,Minnesota,VT,9.8625,,,,,,,4/16/2026,NCAA '26: Semifinal II,9.95,9.95,9.95,9.95,9.95,9.95,9.90,9.80,9.85,9.90,9.85,9.85
1,3,Teryn Crump,Minnesota,VT,9.8250,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.80,9.85,9.80,9.80,9.85,9.90
1,4,Emma Slevin,Minnesota,VT,9.8125,,,,,,,4/16/2026,NCAA '26: Semifinal II,9.95,9.95,9.95,9.95,9.95,9.95,9.75,9.80,9.80,9.85,9.80,9.85
1,5,Gianna Gerdes,Minnesota,VT,9.7750,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.75,9.75,9.85,9.70,9.85,9.75
1,6,Arianna Ostrum,Minnesota,VT,9.9250,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.95,9.90,9.90,9.95,9.90,9.95
1,1,Cami Weaver,Arkansas,VT,9.7875,,,,,,,4/16/2026,NCAA '26: Semifinal II,9.95,9.95,9.95,9.95,9.95,9.95,9.80,9.75,9.80,9.80,9.75,9.80
1,2,Leah Smith,Arkansas,VT,9.9000,,,,,,,4/16/2026,NCAA '26: Semifinal II,9.95,9.95,9.95,9.95,9.95,9.95,9.90,9.85,9.90,9.90,9.90,9.90
1,3,Allison Cucci,Arkansas,VT,9.9375,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.95,9.95,9.95,9.90,9.90,9.95
1,4,Hailey Klein,Arkansas,VT,9.8125,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.85,9.75,9.90,9.85,9.80,9.75
1,5,Lauren Williams,Arkansas,VT,9.8250,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.80,9.70,9.85,9.80,9.85,9.85
1,6,Morgan Price,Arkansas,VT,9.9000,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.85,9.90,9.90,9.95,9.85,9.95
1,1,Maggie Slife,Air Force: Air Force (AA),VT,9.8500,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.85,9.85,9.80,9.85,9.85,9.85
1,1,Avery Neff,Utah: Utah (AA),VT,9.8750,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.85,9.90,9.85,9.85,9.90,9.90
1,1,Shyla Bhatia,Denver: Denver (VT),VT,9.8125,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.80,9.80,9.80,9.85,9.80,9.85
1,1,Gwen Fink,UNC: UNC (VT),VT,9.8375,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.85,9.75,9.80,9.85,9.85,9.85
2,1,Lily Pederson,Oklahoma,UB,9.8500,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.85,9.85,9.85,9.85,9.80,9.85
2,2,Ella Murphy,Oklahoma,UB,9.8375,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.85,9.80,9.85,9.85,9.85,9.80
2,3,Mackenzie Estep,Oklahoma,UB,9.9250,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.95,9.90,9.95,9.95,9.90,9.90
2,4,Hannah Scheible,Oklahoma,UB,9.7625,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.75,9.75,9.80,9.75,9.80,9.70
2,5,Caitlin Smith,Oklahoma,UB,9.9125,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.95,9.85,9.95,9.90,9.90,9.90
2,6,Faith Torrez,Oklahoma,UB,9.9500,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.95,9.95,9.90,9.95,9.95,9.95
2,1,Tiana Sumanasekera,UCLA,UB,9.8875,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.90,9.90,9.90,9.90,9.85,9.80
2,2,Mika Webster-Longin,UCLA,UB,9.8625,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.85,9.85,9.90,9.85,9.90,9.80
2,3,Nola Matthews,UCLA,UB,9.7625,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.75,9.85,9.80,9.70,9.75,9.75
2,4,Sydney Barros,UCLA,UB,9.8625,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.80,9.90,9.90,9.85,9.85,9.85
2,5,Ashlee Sullivan,UCLA,UB,9.8875,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.90,9.90,9.90,9.85,9.90,9.85
2,6,Jordan Chiles,UCLA,UB,9.3625,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.40,9.30,9.35,9.35,9.35,9.40
2,1,Gianna Gerdes,Minnesota,UB,9.8000,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.75,9.80,9.85,9.85,9.80,9.75
2,2,Arianna Ostrum,Minnesota,UB,9.8125,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.85,9.75,9.90,9.80,9.80,9.80
2,3,Teryn Crump,Minnesota,UB,9.9125,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.90,9.95,9.90,9.90,9.95,9.90
2,4,Lacie Saltzmann,Minnesota,UB,9.9625,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.95,9.95,10.00,9.90,10.00,9.95
2,5,Emma Slevin,Minnesota,UB,9.8500,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.85,9.85,9.85,9.85,9.85,9.85
2,6,Jordyn Lyden,Minnesota,UB,9.8500,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.85,9.75,9.95,9.85,9.85,9.85
2,1,Joscelyn Roberson,Arkansas,UB,9.7875,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.75,9.75,9.80,9.80,9.80,9.80
2,2,Hailey Klein,Arkansas,UB,9.8000,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.80,9.80,9.80,9.75,9.80,9.80
2,3,Leah Smith,Arkansas,UB,9.9000,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.90,9.90,9.90,9.90,9.90,9.90
2,4,Avalon Campbell,Arkansas,UB,9.8000,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.80,9.80,9.80,9.80,9.80,9.75
2,5,Allison Cucci,Arkansas,UB,9.7750,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.75,9.80,9.80,9.75,9.75,9.80
2,6,Morgan Price,Arkansas,UB,9.9125,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.90,9.85,9.95,9.95,9.90,9.90
2,1,Maggie Slife,Air Force: Air Force (AA),UB,9.8875,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.90,9.90,9.90,9.90,9.85,9.85
2,1,Avery Neff,Utah: Utah (AA),UB,9.8000,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.80,9.80,9.80,9.85,9.80,9.75
2,1,Aurélie Tran,Iowa: Iowa (UB),UB,9.9750,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.95,9.95,10.00,10.00,9.95,10.00
2,1,Hannah Horton,Missouri: Missouri (UB),UB,9.8875,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.90,9.90,9.80,9.90,9.90,9.85
3,1,Addison Fatta,Oklahoma,BB,9.8125,,,,,Y,,4/16/2026,NCAA '26: Semifinal II,9.90,9.90,9.90,9.90,9.90,9.90,9.80,9.80,9.75,9.80,9.85,9.85
3,2,Keira Wells,Oklahoma,BB,9.9000,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.90,9.90,9.85,9.90,9.90,9.90
3,3,Ella Murphy,Oklahoma,BB,9.9375,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.90,9.95,9.90,9.95,9.95,9.95
3,4,Lily Pederson,Oklahoma,BB,9.8750,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.85,9.90,9.85,9.90,9.85,9.95
3,5,Elle Mueller,Oklahoma,BB,9.8750,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.85,9.90,9.80,9.90,9.85,9.90
3,6,Faith Torrez,Oklahoma,BB,9.9500,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.95,9.95,9.95,9.95,9.95,9.95
3,1,Katelyn Rosen,UCLA,BB,9.8500,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.80,9.85,9.85,9.85,9.90,9.85
3,2,Sydney Barros,UCLA,BB,9.8875,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.90,9.85,9.85,9.95,9.90,9.90
3,3,Mika Webster-Longin,UCLA,BB,9.8625,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.90,9.85,9.90,9.80,9.85,9.85
3,4,Tiana Sumanasekera,UCLA,BB,9.8250,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.80,9.85,9.85,9.85,9.80,9.80
3,5,Jordan Chiles,UCLA,BB,9.9500,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.95,9.95,9.95,9.95,9.90,9.95
3,6,Ciena Alipio,UCLA,BB,9.9375,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.90,9.95,9.90,9.95,9.95,10.00
3,1,Arianna Ostrum,Minnesota,BB,9.9000,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.85,9.90,9.90,9.90,9.90,9.95
3,2,Ava Stewart,Minnesota,BB,9.8000,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.80,9.80,9.80,9.80,9.85,9.80
3,3,Sarah Moraw,Minnesota,BB,9.9000,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.90,9.90,9.90,9.90,9.90,9.90
3,4,Brooklyn Rowray,Minnesota,BB,9.9625,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.95,9.95,10.00,10.00,9.95,9.95
3,5,Emma Slevin,Minnesota,BB,9.4625,,,,,,,4/16/2026,NCAA '26: Semifinal II,9.70,9.70,9.70,9.70,9.70,9.70,9.45,9.45,9.45,9.55,9.45,9.50
3,6,Jordyn Lyden,Minnesota,BB,9.8250,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.85,9.85,9.80,9.80,9.80,9.90
3,1,Priscilla Park,Arkansas,BB,9.8125,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.70,9.80,9.80,9.85,9.80,9.85
3,2,Hailey Klein,Arkansas,BB,9.7875,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.80,9.80,9.75,9.75,9.80,9.80
3,3,Cami Weaver,Arkansas,BB,9.7500,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.70,9.75,9.80,9.75,9.75,9.75
3,4,Allison Cucci,Arkansas,BB,9.7750,,,,,Y,Y,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.75,9.80,9.80,9.85,9.75,9.75
3,5,Morgan Price,Arkansas,BB,9.8250,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.85,9.85,9.90,9.80,9.80,9.80
3,6,Joscelyn Roberson,Arkansas,BB,9.8875,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.95,9.90,9.90,9.85,9.85,9.90
3,1,Maggie Slife,Air Force: Air Force (AA),BB,9.8500,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.80,9.85,9.90,9.85,9.85,9.85
3,1,Avery Neff,Utah: Utah (AA),BB,9.9000,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.85,9.90,9.90,9.90,9.95,9.90
3,1,Ana Padurariu,"Utah: Utah (BB, FX)",BB,9.8500,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.90,9.90,9.85,9.80,9.80,9.85
3,1,Delaynee Rodriguez,"Kentucky: Kentucky (FX, BB)",BB,9.8875,,,,,,Y,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.90,9.90,9.85,9.85,9.90,9.90
4,1,Ella Murphy,Oklahoma,FX,9.8500,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.85,9.90,9.85,9.85,9.85,9.85
4,2,Lily Pederson,Oklahoma,FX,9.8500,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.85,9.85,9.90,9.85,9.85,9.85
4,3,Keira Wells,Oklahoma,FX,9.9000,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.90,9.85,9.90,9.90,9.90,9.90
4,4,Elle Mueller,Oklahoma,FX,9.9375,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.95,10.00,9.95,9.90,9.90,9.95
4,5,Mackenzie Estep,Oklahoma,FX,9.9000,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.90,9.95,9.85,9.90,9.95,9.85
4,6,Faith Torrez,Oklahoma,FX,9.9500,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.95,9.95,9.95,9.95,10.00,9.95
4,1,Ciena Alipio,UCLA,FX,9.8125,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.80,9.80,9.80,9.85,9.80,9.85
4,2,Mika Webster-Longin,UCLA,FX,9.8875,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.85,9.85,9.90,9.90,9.90,9.90
4,3,Sydney Barros,UCLA,FX,9.8625,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.80,9.90,9.90,9.85,9.85,9.85
4,4,Tiana Sumanasekera,UCLA,FX,9.8875,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.90,9.85,9.95,9.90,9.90,9.85
4,5,Ashlee Sullivan,UCLA,FX,9.9375,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.95,9.95,9.90,9.90,9.95,9.95
4,6,Jordan Chiles,UCLA,FX,9.9750,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.95,10.00,9.95,9.95,10.00,10.00
4,1,Lacie Saltzmann,Minnesota,FX,9.8375,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.75,9.85,9.80,9.85,9.85,9.85
4,2,Brooklyn Rowray,Minnesota,FX,9.8375,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.80,9.85,9.85,9.85,9.85,9.80
4,3,Sophie Swartzmiller,Minnesota,FX,9.8750,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.85,9.85,9.85,9.90,9.90,9.90
4,4,Leah Gonsiorowski,Minnesota,FX,9.8875,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.90,9.85,9.90,9.80,9.90,9.90
4,5,Arianna Ostrum,Minnesota,FX,9.9000,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.85,9.90,9.90,9.90,9.95,9.90
4,6,Jordyn Lyden,Minnesota,FX,9.9375,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.95,9.95,9.95,9.90,9.90,9.95
4,1,Hailey Klein,Arkansas,FX,9.0500,,,,,,,4/16/2026,NCAA '26: Semifinal II,9.50,9.50,9.50,9.50,9.50,9.50,9.00,9.10,8.90,9.10,9.10,9.00
4,2,Leah Smith,Arkansas,FX,9.8375,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.85,9.75,9.90,9.85,9.85,9.80
4,3,Morgan Price,Arkansas,FX,9.8250,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.80,9.95,9.75,9.80,9.85,9.85
4,4,Frankie Price,Arkansas,FX,9.8250,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.75,9.80,9.85,9.85,9.80,9.85
4,5,Lauren Williams,Arkansas,FX,9.9000,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.90,9.90,9.90,9.85,9.90,9.90
4,6,Joscelyn Roberson,Arkansas,FX,9.9125,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.90,9.95,9.95,9.90,9.90,9.90
4,1,Maggie Slife,Air Force: Air Force (AA),FX,9.8375,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.80,9.80,9.90,9.85,9.85,9.85
4,1,Avery Neff,Utah: Utah (AA),FX,9.9375,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.95,9.90,10.00,9.95,9.95,9.90
4,1,Ella Zirbes,"Utah: Utah (BB, FX)",FX,9.9250,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.95,9.90,9.95,9.95,9.90,9.90
4,1,Creslyn Brose,"Kentucky: Kentucky (FX, BB)",FX,9.9000,,,,,,,4/16/2026,NCAA '26: Semifinal II,10.00,10.00,10.00,10.00,10.00,10.00,9.80,9.85,9.95,9.95,9.95,9.85
